CustomerKey,First trade,Last trade,Total volume,Number of trade,% bike,% clothing,% accessories
26199,04/02/2016,04/02/2016,"99,96",1,"0,00%","0,00%","100,00%"
23466,04/02/2016,04/02/2016,"119,96",1,"0,00%","0,00%","100,00%"
21762,04/02/2016,04/02/2016,"315,84",4,"0,00%","25,00%","75,00%"
16848,04/02/2016,04/02/2016,"377,92",2,"0,00%","100,00%","0,00%"
15413,04/02/2016,05/09/2016,"915,8",9,"0,00%","33,33%","66,67%"
23559,04/02/2016,04/02/2016,"257,88",3,"0,00%","33,33%","66,67%"
16384,04/02/2016,04/02/2016,"29,12",2,"0,00%","0,00%","100,00%"
17276,04/02/2016,04/02/2016,"271,88",3,"0,00%","66,67%","33,33%"
15476,04/02/2016,04/02/2016,"29,12",2,"0,00%","0,00%","100,00%"
20130,04/02/2016,04/02/2016,"19,96",1,"0,00%","0,00%","100,00%"
20492,04/02/2016,04/02/2016,"287,88",2,"0,00%","50,00%","50,00%"
19781,04/02/2016,22/05/2016,"68,1",4,"0,00%","25,00%","75,00%"
13818,04/02/2016,04/02/2016,"159,96",2,"0,00%","0,00%","100,00%"
21861,04/02/2016,04/02/2016,"159,92",2,"0,00%","0,00%","100,00%"
20142,04/02/2016,04/02/2016,"15,96",1,"0,00%","0,00%","100,00%"
25801,04/02/2016,04/02/2016,"19,96",1,"0,00%","0,00%","100,00%"
11723,04/02/2016,08/09/2016,"460,29",7,"0,00%","0,00%","100,00%"
11207,04/02/2016,20/10/2016,"302,21",4,"0,00%","0,00%","100,00%"
13234,04/02/2016,04/02/2016,"147,84",3,"0,00%","0,00%","100,00%"
18960,04/02/2016,04/02/2016,"2475,92",2,"50,00%","50,00%","0,00%"
12060,04/02/2016,27/06/2016,"12066,98",5,"40,00%","40,00%","20,00%"
25749,04/02/2016,04/02/2016,"2969,4",1,"100,00%","0,00%","0,00%"
25146,04/02/2016,04/02/2016,"4895,36",2,"50,00%","50,00%","0,00%"
19532,04/02/2016,04/02/2016,"4821,88",3,"33,33%","33,33%","33,33%"
12533,05/02/2016,15/04/2016,"271,95",7,"0,00%","28,57%","71,43%"
12197,05/02/2016,08/05/2016,"47,94",3,"0,00%","0,00%","100,00%"
13635,05/02/2016,28/12/2016,"406,15",7,"0,00%","14,29%","85,71%"
20453,05/02/2016,05/02/2016,"21,49",1,"0,00%","0,00%","100,00%"
20237,05/02/2016,05/02/2016,"21,49",1,"0,00%","0,00%","100,00%"
21366,05/02/2016,05/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
11113,05/02/2016,23/04/2016,"109,88",7,"0,00%","0,00%","100,00%"
12247,05/02/2016,04/05/2016,"77,27",3,"0,00%","33,33%","66,67%"
11211,05/02/2016,03/12/2016,"917,76",32,"0,00%","18,75%","81,25%"
27624,05/02/2016,05/02/2016,"28,99",1,"0,00%","0,00%","100,00%"
28226,05/02/2016,05/02/2016,"60,47",3,"0,00%","0,00%","100,00%"
24652,05/02/2016,05/02/2016,"91,58",3,"0,00%","0,00%","100,00%"
25439,05/02/2016,05/02/2016,"71,58",3,"0,00%","0,00%","100,00%"
24486,05/02/2016,05/02/2016,"36,59",2,"0,00%","0,00%","100,00%"
23690,05/02/2016,05/02/2016,"38,98",2,"0,00%","50,00%","50,00%"
25045,05/02/2016,05/02/2016,"38,88",3,"0,00%","0,00%","100,00%"
23831,05/02/2016,05/02/2016,"69,97",3,"0,00%","0,00%","100,00%"
14446,05/02/2016,25/11/2016,"146,75",6,"0,00%","33,33%","66,67%"
14561,05/02/2016,14/11/2016,"158,84",8,"0,00%","0,00%","100,00%"
20681,05/02/2016,05/02/2016,"9,99",1,"0,00%","0,00%","100,00%"
19713,05/02/2016,05/02/2016,"78,98",2,"0,00%","100,00%","0,00%"
13860,05/02/2016,06/10/2016,"93,85",7,"0,00%","0,00%","100,00%"
18935,05/02/2016,05/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
18889,05/02/2016,05/02/2016,"78,98",2,"0,00%","100,00%","0,00%"
15157,05/02/2016,30/11/2016,"258,88",7,"0,00%","28,57%","71,43%"
27415,05/02/2016,05/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
17685,05/02/2016,05/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
15861,05/02/2016,05/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
13872,05/02/2016,05/02/2016,"180,98",2,"0,00%","0,00%","100,00%"
20050,05/02/2016,05/02/2016,"58,98",2,"0,00%","0,00%","100,00%"
15617,05/02/2016,05/02/2016,"59,91",4,"0,00%","0,00%","100,00%"
28908,05/02/2016,05/02/2016,"33,43",3,"0,00%","0,00%","100,00%"
15681,05/02/2016,25/06/2016,"105,56",5,"0,00%","0,00%","100,00%"
27184,05/02/2016,05/02/2016,"89,97",3,"0,00%","33,33%","66,67%"
16964,05/02/2016,25/06/2016,"323,28",6,"0,00%","0,00%","100,00%"
12724,05/02/2016,05/02/2016,"14,98",2,"0,00%","0,00%","100,00%"
24660,05/02/2016,05/02/2016,"2419,06",2,"50,00%","0,00%","50,00%"
11277,06/02/2016,26/11/2016,"2112,98",57,"0,00%","14,04%","85,96%"
15592,06/02/2016,20/09/2016,"59,98",2,"0,00%","0,00%","100,00%"
21883,06/02/2016,06/02/2016,"42,28",3,"0,00%","0,00%","100,00%"
27968,06/02/2016,06/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
22028,06/02/2016,06/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
25923,06/02/2016,06/02/2016,"6,28",2,"0,00%","0,00%","100,00%"
13138,06/02/2016,30/07/2016,"83,97",3,"0,00%","0,00%","100,00%"
22693,06/02/2016,06/02/2016,"1754,98",2,"50,00%","50,00%","0,00%"
24093,06/02/2016,06/02/2016,"2466,32",4,"25,00%","25,00%","50,00%"
11700,06/02/2016,11/06/2016,"137,96",5,"0,00%","40,00%","60,00%"
12176,06/02/2016,06/02/2016,120,1,"0,00%","0,00%","100,00%"
27040,06/02/2016,06/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
11738,06/02/2016,29/12/2016,"381,65",13,"0,00%","30,77%","69,23%"
26489,06/02/2016,06/02/2016,"24,99",1,"0,00%","0,00%","100,00%"
11176,06/02/2016,24/11/2016,"1506,55",52,"0,00%","15,38%","84,62%"
26195,06/02/2016,06/02/2016,"27,28",2,"0,00%","0,00%","100,00%"
17027,06/02/2016,06/06/2016,"324,36",9,"0,00%","33,33%","66,67%"
22338,06/02/2016,06/02/2016,"68,97",3,"0,00%","33,33%","66,67%"
18775,06/02/2016,06/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
18664,06/02/2016,06/02/2016,"13,98",2,"0,00%","50,00%","50,00%"
16953,06/02/2016,06/02/2016,"13,98",2,"0,00%","50,00%","50,00%"
16511,06/02/2016,16/07/2016,"47,26",4,"0,00%","0,00%","100,00%"
15820,06/02/2016,06/02/2016,"71,97",2,"0,00%","50,00%","50,00%"
13510,06/02/2016,06/02/2016,"94,48",2,"0,00%","100,00%","0,00%"
21120,06/02/2016,06/02/2016,"48,97",3,"0,00%","33,33%","66,67%"
27331,06/02/2016,06/02/2016,"3,99",1,"0,00%","0,00%","100,00%"
21840,06/02/2016,06/02/2016,"31,27",3,"0,00%","0,00%","100,00%"
26852,06/02/2016,06/02/2016,"114,46",4,"0,00%","25,00%","75,00%"
26989,06/02/2016,06/02/2016,"25,48",2,"0,00%","0,00%","100,00%"
19346,06/02/2016,06/02/2016,"21,49",1,"0,00%","0,00%","100,00%"
13663,06/02/2016,06/02/2016,"15,23",3,"0,00%","0,00%","100,00%"
11868,06/02/2016,19/12/2016,"318,59",11,"0,00%","9,09%","90,91%"
12708,06/02/2016,01/11/2016,"83,97",4,"0,00%","0,00%","100,00%"
12089,06/02/2016,21/06/2016,"7103,09",4,"50,00%","25,00%","25,00%"
28720,06/02/2016,06/02/2016,"2419,06",2,"50,00%","0,00%","50,00%"
22276,06/02/2016,06/02/2016,"599,47",3,"33,33%","33,33%","33,33%"
27800,06/02/2016,06/02/2016,"1120,49",1,"100,00%","0,00%","0,00%"
23224,06/02/2016,06/02/2016,"1183,47",3,"33,33%","66,67%","0,00%"
11978,07/02/2016,16/11/2016,"114,97",3,"0,00%","0,00%","100,00%"
11119,07/02/2016,26/11/2016,"85,22",4,"0,00%","25,00%","75,00%"
16617,07/02/2016,17/09/2016,"160,55",6,"0,00%","16,67%","83,33%"
28533,07/02/2016,07/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
12795,07/02/2016,16/11/2016,"150,82",7,"0,00%","0,00%","100,00%"
15172,07/02/2016,16/11/2016,"485,11",12,"0,00%","0,00%","100,00%"
24989,07/02/2016,07/02/2016,"36,59",2,"0,00%","0,00%","100,00%"
26278,07/02/2016,07/02/2016,"29,98",2,"0,00%","0,00%","100,00%"
23785,07/02/2016,07/02/2016,"37,27",3,"0,00%","0,00%","100,00%"
26017,07/02/2016,07/02/2016,"89,46",4,"0,00%","25,00%","75,00%"
18677,07/02/2016,10/05/2016,"153,87",3,"0,00%","33,33%","66,67%"
23729,07/02/2016,07/02/2016,"71,58",3,"0,00%","0,00%","100,00%"
16870,07/02/2016,24/06/2016,"149,04",6,"0,00%","16,67%","83,33%"
23249,07/02/2016,07/02/2016,"49,97",3,"0,00%","0,00%","100,00%"
19727,07/02/2016,07/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
13732,07/02/2016,26/08/2016,"177,93",5,"0,00%","20,00%","80,00%"
19168,07/02/2016,07/02/2016,"119,98",2,"0,00%","100,00%","0,00%"
17506,07/02/2016,07/02/2016,"12,94",2,"0,00%","0,00%","100,00%"
27400,07/02/2016,07/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
24746,07/02/2016,07/02/2016,"13,98",2,"0,00%","50,00%","50,00%"
16814,07/02/2016,07/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
18110,07/02/2016,07/02/2016,"12,94",2,"0,00%","0,00%","100,00%"
15430,07/02/2016,07/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
15257,07/02/2016,07/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
14761,07/02/2016,07/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
23070,07/02/2016,07/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
21339,07/02/2016,07/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
15278,07/02/2016,07/02/2016,"56,97",2,"0,00%","0,00%","100,00%"
16209,07/02/2016,07/02/2016,"30,97",2,"0,00%","50,00%","50,00%"
15821,07/02/2016,07/02/2016,"30,97",2,"0,00%","50,00%","50,00%"
17993,07/02/2016,07/02/2016,"78,98",2,"0,00%","50,00%","50,00%"
28730,07/02/2016,07/02/2016,"23,78",2,"0,00%","0,00%","100,00%"
12502,07/02/2016,10/09/2016,"110,46",4,"0,00%","25,00%","75,00%"
27323,07/02/2016,07/02/2016,"83,97",3,"0,00%","33,33%","66,67%"
12984,07/02/2016,01/11/2016,"272,11",11,"0,00%","9,09%","90,91%"
18962,07/02/2016,07/02/2016,"567,27",3,"33,33%","0,00%","66,67%"
11526,07/02/2016,07/02/2016,"2376,96",3,"33,33%","0,00%","66,67%"
21603,07/02/2016,07/02/2016,"567,76",4,"25,00%","0,00%","75,00%"
12931,08/02/2016,20/07/2016,"155,94",6,"0,00%","33,33%","66,67%"
15140,08/02/2016,30/10/2016,"62,27",3,"0,00%","0,00%","100,00%"
17078,08/02/2016,20/03/2016,"186,94",6,"0,00%","50,00%","50,00%"
21887,08/02/2016,08/02/2016,"39,99",2,"0,00%","0,00%","100,00%"
27978,08/02/2016,08/02/2016,"29,48",2,"0,00%","50,00%","50,00%"
13998,08/02/2016,24/10/2016,"245,25",6,"0,00%","33,33%","66,67%"
17291,08/02/2016,21/04/2016,"86,27",3,"0,00%","33,33%","66,67%"
23635,08/02/2016,08/02/2016,"2452,34",2,"50,00%","0,00%","50,00%"
29014,08/02/2016,08/02/2016,"63,97",3,"0,00%","0,00%","100,00%"
26788,08/02/2016,08/02/2016,"36,27",3,"0,00%","0,00%","100,00%"
26598,08/02/2016,08/02/2016,"33,98",2,"0,00%","0,00%","100,00%"
24820,08/02/2016,08/02/2016,"38,88",3,"0,00%","0,00%","100,00%"
26573,08/02/2016,08/02/2016,"68,97",3,"0,00%","0,00%","100,00%"
24497,08/02/2016,08/02/2016,"71,58",3,"0,00%","0,00%","100,00%"
11712,08/02/2016,01/11/2016,"127,8",8,"0,00%","0,00%","100,00%"
22038,08/02/2016,08/02/2016,"84,95",5,"0,00%","0,00%","100,00%"
23452,08/02/2016,08/02/2016,"32,28",2,"0,00%","0,00%","100,00%"
22163,08/02/2016,08/02/2016,"37,27",3,"0,00%","0,00%","100,00%"
23277,08/02/2016,08/02/2016,"22,93",3,"0,00%","0,00%","100,00%"
23050,08/02/2016,08/02/2016,"69,97",3,"0,00%","0,00%","100,00%"
14604,08/02/2016,06/05/2016,"172,95",6,"0,00%","50,00%","50,00%"
20696,08/02/2016,08/02/2016,"73,96",4,"0,00%","50,00%","50,00%"
19733,08/02/2016,08/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
26505,08/02/2016,08/02/2016,"59,98",2,"0,00%","0,00%","100,00%"
17447,08/02/2016,08/02/2016,"13,98",2,"0,00%","50,00%","50,00%"
18102,08/02/2016,08/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
22544,08/02/2016,08/02/2016,"127,28",3,"0,00%","0,00%","100,00%"
22154,08/02/2016,08/02/2016,"36,96",3,"0,00%","0,00%","100,00%"
16018,08/02/2016,08/02/2016,"89,97",3,"0,00%","33,33%","66,67%"
13508,08/02/2016,08/02/2016,"128,97",3,"0,00%","100,00%","0,00%"
28456,08/02/2016,08/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
14704,08/02/2016,08/02/2016,"95,94",5,"0,00%","20,00%","80,00%"
18871,08/02/2016,23/02/2016,"86,96",3,"0,00%","0,00%","100,00%"
13360,08/02/2016,08/02/2016,"56,97",2,"0,00%","0,00%","100,00%"
13372,08/02/2016,08/02/2016,"76,97",2,"0,00%","0,00%","100,00%"
21507,08/02/2016,08/02/2016,"24,99",1,"0,00%","0,00%","100,00%"
24550,08/02/2016,08/02/2016,"37,27",3,"0,00%","0,00%","100,00%"
28392,08/02/2016,08/02/2016,"23,78",2,"0,00%","0,00%","100,00%"
26861,08/02/2016,08/02/2016,"36,27",3,"0,00%","0,00%","100,00%"
29425,08/02/2016,08/02/2016,"23,78",2,"0,00%","0,00%","100,00%"
25697,08/02/2016,08/02/2016,"68,97",3,"0,00%","0,00%","100,00%"
23235,08/02/2016,08/02/2016,"39,98",2,"0,00%","0,00%","100,00%"
17701,08/02/2016,22/09/2016,"49,44",3,"0,00%","33,33%","66,67%"
26233,08/02/2016,08/02/2016,"48,97",3,"0,00%","33,33%","66,67%"
13758,08/02/2016,19/12/2016,"301,4",10,"0,00%","0,00%","100,00%"
11793,08/02/2016,14/02/2016,"101,96",4,"0,00%","0,00%","100,00%"
12965,08/02/2016,08/02/2016,"56,97",2,"0,00%","0,00%","100,00%"
16886,08/02/2016,08/02/2016,"1729,97",3,"33,33%","0,00%","66,67%"
25752,08/02/2016,08/02/2016,"756,33",3,"33,33%","0,00%","66,67%"
28719,08/02/2016,08/02/2016,"2384,07",1,"100,00%","0,00%","0,00%"
24522,08/02/2016,08/02/2016,"2482,56",3,"33,33%","33,33%","33,33%"
24528,08/02/2016,08/02/2016,"2420,34",4,"25,00%","0,00%","75,00%"
24529,08/02/2016,08/02/2016,"2398,05",3,"33,33%","0,00%","66,67%"
21609,08/02/2016,08/02/2016,"553,97",3,"33,33%","0,00%","66,67%"
21059,08/02/2016,08/02/2016,"616,95",5,"20,00%","40,00%","40,00%"
21041,08/02/2016,08/02/2016,"589,96",4,"25,00%","25,00%","50,00%"
12091,09/02/2016,05/09/2016,"83,97",4,"0,00%","25,00%","75,00%"
28604,09/02/2016,09/02/2016,"7,95",1,"0,00%","0,00%","100,00%"
13158,09/02/2016,23/10/2016,"221,91",9,"0,00%","33,33%","66,67%"
11146,09/02/2016,18/09/2016,"274,9",7,"0,00%","28,57%","71,43%"
17284,09/02/2016,03/08/2016,"90,25",5,"0,00%","40,00%","60,00%"
21391,09/02/2016,09/02/2016,"29,99",1,"0,00%","0,00%","100,00%"
22839,09/02/2016,09/02/2016,"39,25",4,"0,00%","0,00%","100,00%"
22848,09/02/2016,09/02/2016,"39,99",2,"0,00%","0,00%","100,00%"
26032,09/02/2016,09/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
14317,09/02/2016,11/11/2016,"81,26",4,"0,00%","25,00%","75,00%"
19584,09/02/2016,06/04/2016,"200,05",6,"0,00%","0,00%","100,00%"
11198,09/02/2016,17/02/2016,"133,47",4,"0,00%","25,00%","75,00%"
26807,09/02/2016,09/02/2016,"68,97",3,"0,00%","0,00%","100,00%"
25839,09/02/2016,09/02/2016,"107,94",6,"0,00%","33,33%","66,67%"
11724,09/02/2016,16/12/2016,"210,09",13,"0,00%","7,69%","92,31%"
22980,09/02/2016,09/02/2016,"29,99",1,"0,00%","0,00%","100,00%"
12202,09/02/2016,06/10/2016,"171,47",13,"0,00%","0,00%","100,00%"
25335,09/02/2016,09/02/2016,"59,98",2,"0,00%","0,00%","100,00%"
18095,09/02/2016,09/02/2016,"58,98",2,"0,00%","50,00%","50,00%"
21412,09/02/2016,09/02/2016,"59,98",2,"0,00%","0,00%","100,00%"
15443,09/02/2016,09/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
14208,09/02/2016,19/07/2016,"294,31",7,"0,00%","28,57%","71,43%"
21868,09/02/2016,09/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
29428,09/02/2016,09/02/2016,"47,96",4,"0,00%","0,00%","100,00%"
28409,09/02/2016,09/02/2016,"28,99",1,"0,00%","0,00%","100,00%"
11260,09/02/2016,25/06/2016,"81,26",5,"0,00%","0,00%","100,00%"
12327,09/02/2016,07/07/2016,"13,98",2,"0,00%","50,00%","50,00%"
11438,09/02/2016,09/02/2016,"34,99",1,"0,00%","0,00%","100,00%"
11350,09/02/2016,09/02/2016,"38,47",3,"0,00%","33,33%","66,67%"
28535,09/02/2016,09/02/2016,"2433,04",4,"25,00%","0,00%","75,00%"
24669,09/02/2016,09/02/2016,"2419,06",2,"50,00%","0,00%","50,00%"
21602,09/02/2016,09/02/2016,"548,98",2,"50,00%","0,00%","50,00%"
21021,09/02/2016,09/02/2016,"628,97",4,"25,00%","25,00%","50,00%"
13668,10/02/2016,09/12/2016,"193,19",5,"0,00%","40,00%","60,00%"
14053,10/02/2016,12/02/2016,"145,24",4,"0,00%","50,00%","50,00%"
28333,10/02/2016,10/02/2016,"107,98",1,"0,00%","100,00%","0,00%"
28971,10/02/2016,10/02/2016,"54,56",2,"0,00%","0,00%","100,00%"
11284,10/02/2016,03/05/2016,"201,44",5,"0,00%","0,00%","100,00%"
29040,10/02/2016,10/02/2016,"79,96",2,"0,00%","0,00%","100,00%"
26272,10/02/2016,10/02/2016,"120,94",3,"0,00%","0,00%","100,00%"
13944,10/02/2016,27/10/2016,"186,4",9,"0,00%","0,00%","100,00%"
23784,10/02/2016,10/02/2016,"69,96",2,"0,00%","0,00%","100,00%"
25849,10/02/2016,10/02/2016,"70,46",3,"0,00%","0,00%","100,00%"
23824,10/02/2016,10/02/2016,"139,94",3,"0,00%","0,00%","100,00%"
23695,10/02/2016,10/02/2016,"301,86",6,"0,00%","33,33%","66,67%"
20343,10/02/2016,10/02/2016,"139,98",1,"0,00%","100,00%","0,00%"
18569,10/02/2016,10/02/2016,"9,98",1,"0,00%","0,00%","100,00%"
17540,10/02/2016,10/02/2016,"27,96",2,"0,00%","50,00%","50,00%"
27441,10/02/2016,10/02/2016,"157,96",2,"0,00%","100,00%","0,00%"
13285,10/02/2016,28/10/2016,"227,29",11,"0,00%","9,09%","90,91%"
29130,10/02/2016,10/02/2016,"14,56",2,"0,00%","0,00%","100,00%"
23679,10/02/2016,10/02/2016,"79,96",2,"0,00%","0,00%","100,00%"
14512,10/02/2016,10/02/2016,"79,96",2,"0,00%","0,00%","100,00%"
21581,10/02/2016,10/02/2016,"48,54",2,"0,00%","0,00%","100,00%"
14145,10/02/2016,10/02/2016,"48,54",2,"0,00%","0,00%","100,00%"
16539,10/02/2016,10/02/2016,"167,94",3,"0,00%","33,33%","66,67%"
20138,10/02/2016,10/02/2016,"239,92",4,"0,00%","25,00%","75,00%"
17771,10/02/2016,10/02/2016,"139,94",3,"0,00%","0,00%","100,00%"
20981,10/02/2016,10/02/2016,"136,98",2,"0,00%","50,00%","50,00%"
20944,10/02/2016,10/02/2016,"452,98",3,"0,00%","33,33%","66,67%"
26414,10/02/2016,10/02/2016,"116,94",3,"0,00%","33,33%","66,67%"
22301,10/02/2016,10/02/2016,"1079,98",1,"100,00%","0,00%","0,00%"
22289,10/02/2016,10/02/2016,"1122,96",2,"50,00%","0,00%","50,00%"
17251,11/02/2016,13/06/2016,"333,87",4,"0,00%","25,00%","75,00%"
19954,11/02/2016,17/06/2016,"255,86",5,"0,00%","0,00%","100,00%"
24890,11/02/2016,11/02/2016,"159,92",2,"0,00%","0,00%","100,00%"
26141,11/02/2016,11/02/2016,"315,92",2,"0,00%","100,00%","0,00%"
23629,11/02/2016,11/02/2016,"9865,28",4,"25,00%","25,00%","50,00%"
26420,11/02/2016,11/02/2016,"9773,4",1,"100,00%","0,00%","0,00%"
11527,11/02/2016,04/11/2016,"46,45",3,"0,00%","0,00%","100,00%"
28301,11/02/2016,11/02/2016,"645,16",2,"0,00%","0,00%","100,00%"
12035,11/02/2016,15/05/2016,"276,15",6,"0,00%","16,67%","83,33%"
11631,11/02/2016,27/12/2016,"1066,75",33,"0,00%","24,24%","75,76%"
11843,11/02/2016,09/03/2016,"340,2",5,"0,00%","40,00%","60,00%"
11711,11/02/2016,27/12/2016,"1458,3",50,"0,00%","16,00%","84,00%"
16133,11/02/2016,25/12/2016,"224,49",6,"0,00%","16,67%","83,33%"
24393,11/02/2016,11/02/2016,"146,36",2,"0,00%","0,00%","100,00%"
11200,11/02/2016,20/12/2016,"2762,31",51,"0,00%","19,61%","80,39%"
22365,11/02/2016,11/02/2016,"129,12",2,"0,00%","0,00%","100,00%"
16085,11/02/2016,03/07/2016,"188,47",7,"0,00%","0,00%","100,00%"
19695,11/02/2016,11/02/2016,"377,92",2,"0,00%","100,00%","0,00%"
16666,11/02/2016,27/07/2016,"577,38",5,"0,00%","60,00%","40,00%"
11331,11/02/2016,05/12/2016,"2546,01",56,"0,00%","14,29%","85,71%"
15198,11/02/2016,11/02/2016,"29,12",2,"0,00%","0,00%","100,00%"
13458,11/02/2016,11/02/2016,"179,64",4,"0,00%","0,00%","100,00%"
19080,11/02/2016,11/02/2016,"119,92",2,"0,00%","0,00%","100,00%"
14866,11/02/2016,11/02/2016,"125,08",3,"0,00%","0,00%","100,00%"
17630,11/02/2016,11/02/2016,"19,96",1,"0,00%","0,00%","100,00%"
24561,11/02/2016,11/02/2016,"15,96",1,"0,00%","0,00%","100,00%"
16584,11/02/2016,14/07/2016,"292,89",5,"0,00%","60,00%","40,00%"
17628,11/02/2016,12/05/2016,"128,08",6,"0,00%","33,33%","66,67%"
12374,11/02/2016,11/02/2016,"139,96",1,"0,00%","0,00%","100,00%"
24523,11/02/2016,11/02/2016,"9968,08",6,"16,67%","33,33%","50,00%"
23750,11/02/2016,11/02/2016,"4621,92",2,"50,00%","0,00%","50,00%"
22288,11/02/2016,11/02/2016,"2245,92",2,"50,00%","0,00%","50,00%"
19534,11/02/2016,11/02/2016,"4717,88",3,"33,33%","66,67%","0,00%"
25612,11/02/2016,11/02/2016,"2299,92",2,"50,00%","0,00%","50,00%"
25626,11/02/2016,11/02/2016,"2195,92",2,"50,00%","50,00%","0,00%"
14231,12/02/2016,26/07/2016,"260,91",3,"0,00%","66,67%","33,33%"
21190,12/02/2016,12/02/2016,"42,28",3,"0,00%","0,00%","100,00%"
16608,12/02/2016,25/11/2016,"101,57",4,"0,00%","0,00%","100,00%"
18290,12/02/2016,28/10/2016,"84,96",3,"0,00%","66,67%","33,33%"
14087,12/02/2016,09/07/2016,"341,97",5,"0,00%","60,00%","40,00%"
23618,12/02/2016,12/02/2016,"2481,82",4,"25,00%","25,00%","50,00%"
11619,12/02/2016,04/12/2016,"924,96",29,"0,00%","20,69%","79,31%"
11234,12/02/2016,22/09/2016,"188,14",4,"0,00%","0,00%","100,00%"
28764,12/02/2016,12/02/2016,"27,28",2,"0,00%","0,00%","100,00%"
26468,12/02/2016,12/02/2016,"27,28",2,"0,00%","0,00%","100,00%"
24829,12/02/2016,12/02/2016,"34,89",2,"0,00%","0,00%","100,00%"
24516,12/02/2016,12/02/2016,"38,88",3,"0,00%","0,00%","100,00%"
25844,12/02/2016,12/02/2016,"24,99",1,"0,00%","0,00%","100,00%"
18604,12/02/2016,19/12/2016,"59,25",4,"0,00%","0,00%","100,00%"
23088,12/02/2016,12/02/2016,"32,28",2,"0,00%","0,00%","100,00%"
20391,12/02/2016,12/02/2016,"23,97",3,"0,00%","33,33%","66,67%"
17368,12/02/2016,12/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
18583,12/02/2016,12/02/2016,"119,98",2,"0,00%","100,00%","0,00%"
18757,12/02/2016,12/02/2016,"78,98",2,"0,00%","100,00%","0,00%"
26348,12/02/2016,12/02/2016,"89,97",3,"0,00%","33,33%","66,67%"
16119,12/02/2016,12/02/2016,"13,98",2,"0,00%","50,00%","50,00%"
14465,12/02/2016,12/02/2016,"7,28",2,"0,00%","0,00%","100,00%"
21111,12/02/2016,12/02/2016,"37,27",3,"0,00%","0,00%","100,00%"
22491,12/02/2016,12/02/2016,"4,99",1,"0,00%","0,00%","100,00%"
22455,12/02/2016,12/02/2016,"29,48",2,"0,00%","50,00%","50,00%"
29451,12/02/2016,12/02/2016,"25,48",2,"0,00%","0,00%","100,00%"
26904,12/02/2016,12/02/2016,"28,99",1,"0,00%","0,00%","100,00%"
25645,12/02/2016,12/02/2016,"21,49",1,"0,00%","0,00%","100,00%"
11233,12/02/2016,10/06/2016,"179,43",7,"0,00%","42,86%","57,14%"
11635,12/02/2016,24/09/2016,"42,28",3,"0,00%","0,00%","100,00%"
11620,12/02/2016,28/07/2016,"44,57",4,"0,00%","0,00%","100,00%"
11691,12/02/2016,20/05/2016,"119,96",4,"0,00%","50,00%","50,00%"
11637,12/02/2016,19/02/2016,"39,58",3,"0,00%","0,00%","100,00%"
12643,12/02/2016,12/02/2016,"8,99",1,"0,00%","100,00%","0,00%"
16888,12/02/2016,12/02/2016,"1754,98",2,"50,00%","50,00%","0,00%"
22328,12/02/2016,12/02/2016,"548,98",2,"50,00%","0,00%","50,00%"
22275,12/02/2016,12/02/2016,"615,47",3,"33,33%","33,33%","33,33%"
19409,12/02/2016,12/02/2016,"1183,47",3,"33,33%","66,67%","0,00%"
19531,12/02/2016,12/02/2016,"1179,97",3,"33,33%","33,33%","33,33%"
23225,12/02/2016,12/02/2016,"1184,46",4,"25,00%","0,00%","75,00%"
22462,12/02/2016,12/02/2016,"553,97",3,"33,33%","0,00%","66,67%"
11953,13/02/2016,19/09/2016,"65,25",6,"0,00%","16,67%","83,33%"
18885,13/02/2016,13/02/2016,"110,46",4,"0,00%","25,00%","75,00%"
21382,13/02/2016,13/02/2016,"69,99",1,"0,00%","100,00%","0,00%"
15579,13/02/2016,11/03/2016,"34,98",2,"0,00%","0,00%","100,00%"
22620,13/02/2016,13/02/2016,"573,98",2,"50,00%","50,00%","0,00%"
11820,13/02/2016,08/12/2016,"302,7",10,"0,00%","10,00%","90,00%"
27996,13/02/2016,13/02/2016,"67,93",3,"0,00%","0,00%","100,00%"
